2026-06-05 07:37:56.679 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:43.189 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:43.245 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:43.246 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:43.297 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:43.298 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:43.348 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:43.350 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:43.405 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:43.407 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:43.460 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:43.461 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:43.514 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:43.515 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:43.569 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:43.570 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:43.622 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:43.625 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:43.677 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:43.680 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:43.731 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:43.732 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:43.787 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:43.788 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:43.843 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:43.845 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:43.899 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:43.900 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:43.952 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:43.953 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.008 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.008 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.063 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.064 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.117 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.118 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.171 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.172 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.224 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.225 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.281 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.282 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.336 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.337 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.390 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.391 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.443 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.445 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.501 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.502 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.558 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.559 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.610 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.611 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.666 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.667 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.722 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.724 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.776 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.777 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.830 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.832 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.888 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.889 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:44.943 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:44.945 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:45.001 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:45.002 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:45.054 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:45.055 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:45.109 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:45.110 | DEBUG  | logging:callHandlers:1737 | Timeout on acquiring lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:45.111 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:45.112 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:45.168 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:45.169 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:45.223 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:45.224 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:45.275 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:45.277 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:45.332 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:45.333 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:45.389 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:45.390 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:45.446 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:45.448 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:45.504 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:45.505 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
2026-06-05 07:38:45.557 | DEBUG  | logging:callHandlers:1737 | Attempting to acquire lock 6078006288 on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock
2026-06-05 07:38:45.559 | DEBUG  | logging:callHandlers:1737 | Lock 6078006288 not acquired on /Users/leblancbahiga/.cache/huggingface/hub/.locks/models--mlx-community--Phi-4-mini-instruct-4bit/9dcfcdc0a579494283f2d2317ad686123782ce461d1111690ede7c904ff3f87b.lock, waiting 0.05 seconds ...
